"","id","pert_id","pert_iname","cell_iname","pert_type","pert_idose","pert_itime","nsample","ss_ngene","cc_q75","tas","qc_pass","is_hiq","is_ncs_sig","is_exemplar_sig","is_null_sig","moa","target_name","raw_cs","fdr_q_nlog10","norm_cs"
"10663","LJP005_MCF10A_3H:C13","BRD-K56343971","vemurafenib","MCF10A","trt_cp","10 uM","3 h",2,128,"0.4371","0.239181",1,1,1,1,0,"RAF inhibitor","BRAF|CYP2C19|CYP3A4|CYP3A5|RAF1","0.7062","1.4048","1.5582"
"10713","REP.A012_PC3_24H:K19","BRD-K02867583","minaprine","PC3","trt_cp","10 uM","24 h",3,160,"0.308","0.224474",1,1,1,1,0,"Serotonin receptor antagonist","SLC6A4|HTR2B|ACHE|CHRM1|DRD1|DRD2|HTR2A|HTR2C|MAOA","0.7059","1.4042","1.5575"
"10792","CPC013_HEPG2_6H:BRD-K11636097-001-01-5:10","BRD-K11636097","JNJ-7706621","HEPG2","trt_cp","10 uM","6 h",3,606,"0.7","0.658591",1,1,1,1,0,"CDK inhibitor","CDK1|CDK2|AURKA|AURKB","0.7054","1.4035","1.5564"
"10794","CPC010_PC3_6H:BRD-K00234327-036-04-4:10","BRD-K00234327","RU-24969","PC3","trt_cp","10 uM","6 h",5,311,"0.16","0.225565",1,0,1,1,0,"Serotonin receptor agonist","HTR1A|HTR1B|HTR6|HTR1D|HTR2A|HTR2B|HTR2C|HTR5A","0.7054","1.4035","1.5564"
"10797","PAC002_U2OS_6H:BRD-K46211610-003-05-1:10.169","BRD-K46211610","tolazoline","U2OS","trt_cp","10 uM","6 h",2,31,"0.21","0.081587",0,0,1,1,0,"Adrenergic receptor antagonist","ADRA2A|ADRA2B|ADRA2C|ADRA1A|HRH1|HRH2","0.7054","1.4035","1.5563"
"10828","CPC006_HCC515_6H:P13","BRD-K30677119","PP-30","HCC515","trt_cp","12 uM","6 h",3,360,"0.542","0.446665",1,1,1,1,0,"RAF inhibitor","RAF1","0.7051","1.4035","1.5558"
"10862","CPC006_NOMO1_6H:BRD-K06854232-001-03-3:10","BRD-K06854232","AM-580","NOMO1","trt_cp","10 uM","6 h",2,135,"0.06","0.0910066",0,0,1,1,0,"Retinoid receptor agonist","RARA","0.7049","1.4035","1.5554"
"10924","LJP006_LNCAP_24H:O08","BRD-K41895714","AS-605240","LNCAP","trt_cp","3.33 uM","24 h",2,277,"0.6341","0.423789",1,1,1,1,0,"PI3K inhibitor","PIK3CG","0.7046","1.4032","1.5546"
"10943","REP.A015_JURKAT_24H:G19","BRD-A58048407","nimodipine","JURKAT","trt_cp","10 uM","24 h",2,89,"0.031","0.0531137",1,0,1,1,0,"Calcium channel blocker","CACNA1C|NR3C2|CACNA1D|CACNA1F|CACNA1S|AHR|CACNB1|CACNB2|CACNB3|CACNB4|CFTR","0.7045","1.4032","1.5545"
"10959","CPC006_HCT116_6H:BRD-K85606544-001-01-8:10","BRD-K85606544","neratinib","HCT116","trt_cp","10 uM","6 h",2,73,"0.5","0.193187",1,1,1,1,0,"EGFR inhibitor","EGFR|ERBB2|ERBB4|KDR","0.7044","1.403","1.5543"
"10983","REP.B013_PC3_24H:E20","BRD-K39339537","epirizole","PC3","trt_cp","0.74 uM","24 h",2,83,"0.3076","0.161571",0,0,1,1,0,"Cyclooxygenase inhibitor","PTGS1|PTGS2","0.7043","1.4018","1.554"
"10995","NMH002_NPC_6H:BRD-K43880410-001-09-4:10","BRD-K43880410","pregnenolone","NPC","trt_cp","10 uM","6 h",3,74,"0.21","0.126054",1,1,1,1,0,"Glutamate receptor antagonist","PGR|CYP17A1|SULT2B1","0.7043","1.4015","1.5539"
"11003","PBIOA014_MCF7_24H:B07","BRD-K58772419","AZD-6482","MCF7","trt_cp","10 uM","24 h",3,297,"0.52","0.397384",1,1,1,1,0,"PI3K inhibitor","PIK3CB|PIK3CD|PIK3CG|PIK3CA","0.7042","1.4007","1.5537"
"11004","REP.A011_HA1E_24H:H07","BRD-K05804044","AZ-628","HA1E","trt_cp","10 uM","24 h",3,244,"0.5389","0.366674",0,0,1,1,0,"RAF inhibitor","BRAF|RAF1","0.7042","1.4006","1.5537"
"11028","REP.B021_HT29_24H:A07","BRD-M80207679","nemonapride","HT29","trt_cp","2.22 uM","24 h",2,263,"0.5168","0.372795",1,1,1,1,0,"Dopamine receptor antagonist","DRD2|DRD3|DRD4","0.7041","1.3988","1.5535"
"11037","MOAR006_PC3_24H:F15","BRD-K52219182","ICI-63197","PC3","trt_cp","1.11 uM","24 h",3,85,"0.16","0.117923",1,0,1,1,0,"Phosphodiesterase inhibitor","-666","0.704","1.3975","1.5533"
"11096","REP.B008_PC3_24H:O18","BRD-K89561498","SN-38","PC3","trt_cp","0.01 uM","24 h",2,209,"0.4729","0.317898",0,0,1,1,0,"Topoisomerase inhibitor","TOP1","0.7037","1.3952","1.5525"
"11114","CPC006_NCIH508_6H:BRD-K41895714-001-02-2:10","BRD-K41895714","AS-605240","NCIH508","trt_cp","10 uM","6 h",2,61,"0.13","0.0900466",0,0,1,1,0,"PI3K inhibitor","PIK3CG","0.7036","1.3952","1.5523"
"11121","CPC014_MCF7_24H:BRD-K74733595-001-02-9:10","BRD-K74733595","BRD-K74733595","MCF7","trt_cp","10 uM","24 h",3,193,"0.41","0.284447",1,1,1,1,0,"HDAC inhibitor","-666","0.7035","1.3952","1.5522"
"11147","REP.B023_JURKAT_24H:L05","BRD-A70998768","pinaverium","JURKAT","trt_cp","0.03 uM","24 h",2,84,"0.1976","0.130276",1,0,1,1,0,"Calcium channel blocker","CACNA1C","0.7034","1.3952","1.5519"
"11195","CPC004_VCAP_6H:BRD-K72726508-001-01-3:10","BRD-K72726508","arcyriaflavin-a","VCAP","trt_cp","10 uM","6 h",4,140,"0.15","0.146535",1,0,1,1,0,"CDK inhibitor","CCND1|CDK4|CCNE1|CDK2","0.7031","1.3952","1.5513"
"11197","REP.A027_PC3_24H:J01","BRD-K97158071","droperidol","PC3","trt_cp","10 uM","24 h",3,235,"0.1991","0.218726",0,0,1,1,0,"Dopamine receptor antagonist","DRD2|ADRA1A|DRD3|DRD4|HTR2A","0.7031","1.3952","1.5512"
"11198","REP.A003_A549_24H:I13","BRD-A34006693","suprofen","A549","trt_cp","10 uM","24 h",3,293,"0.1226","0.19165",0,0,1,1,0,"Cyclooxygenase inhibitor","PTGS1|PTGS2","0.7031","1.3952","1.5512"
"11233","CPC016_HT29_6H:BRD-K92015269-001-01-6:10","BRD-K92015269","GBR-12783","HT29","trt_cp","10 uM","6 h",5,225,"0.08","0.135665",0,0,1,1,0,"Dopamine receptor antagonist","-666","0.7029","1.3952","1.5508"
"11268","LIVB002_HUH7_72H:P06","BRD-A07395371","esmolol","HUH7","trt_cp","12 uM","72 h",3,138,"0.03","0.0650625",0,0,1,1,0,"Adrenergic receptor antagonist","ADRB1","0.7027","1.3952","1.5504"
"11286","CPC006_THP1_6H:G01","BRD-K80527266","triacsin-c","THP1","trt_cp","10 uM","6 h",2,38,"0.1691","0.0810577",0,0,1,1,0,"Adrenergic receptor antagonist","ACSL1","0.7025","1.3952","1.5501"
"11329","REP.B008_MCF10A_24H:B13","BRD-A36010170","amcinonide","MCF10A","trt_cp","2.22 uM","24 h",2,51,"0.0123","0.0253261",0,0,1,1,0,"Glucocorticoid receptor agonist","NR3C1|ANXA1","0.7023","1.3952","1.5496"
"11351","REP.B025_MCF7_24H:A09","BRD-A97701745","pindolol","MCF7","trt_cp","0.25 uM","24 h",2,189,"0.1591","0.175346",0,0,1,1,0,"Adrenergic receptor antagonist","ADRB1|ADRB2|HTR1A|HTR1B|HTR2A|HTR2B","0.7022","1.3952","1.5494"
"11362","LJP008_PC3_24H:L23","BRD-K17743125","belinostat","PC3","trt_cp","0.12 uM","24 h",2,161,"0.5027","0.287672",1,1,1,1,0,"HDAC inhibitor","HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9|HDAC10|HDAC11","0.7022","1.3952","1.5492"
"11413","CPC017_ASC_24H:BRD-K05181084-003-02-9:10","BRD-K05181084","NGB-2904","ASC","trt_cp","10 uM","24 h",4,201,"0.42","0.293801",0,0,1,1,0,"Dopamine receptor antagonist","DRD3","0.7019","1.3952","1.5487"
"11418","REP.B020_MDAMB231_24H:L23","BRD-K46970505","cefozopran","MDAMB231","trt_cp","0.03 uM","24 h",2,118,"0.2182","0.162255",0,0,1,1,0,"Bacterial cell wall synthesis inhibitor","-666","0.7019","1.3952","1.5487"
"11453","CPC016_A549_24H:BRD-K82731415-001-05-4:10","BRD-K82731415","olomoucine","A549","trt_cp","10 uM","24 h",3,358,"0.44","0.401327",0,0,1,1,0,"CDK inhibitor","CDK1|CDK2|CDK5|MAPK1","0.7017","1.3952","1.5481"
"11461","CPC004_VCAP_6H:BRD-A88080608-001-03-4:10","BRD-A88080608","equilin","VCAP","trt_cp","10 uM","6 h",4,201,"0.3","0.248307",1,0,1,1,0,"Estrogen receptor agonist","HSD17B1","0.7016","1.3952","1.5481"
"11494","REP.A028_HEK293_24H:M07","BRD-K96740444","itopride","HEK293","trt_cp","10 uM","24 h",2,74,"0.1304","0.0993311",0,0,1,1,0,"Dopamine receptor antagonist","DRD2|ACHE|CHRM3","0.7015","1.3952","1.5478"
"11546","CPC003_HA1E_6H:BRD-K71059170-001-02-5:10","BRD-K71059170","cefixime","HA1E","trt_cp","10 uM","6 h",2,333,"0.62","0.459461",0,0,1,1,0,"Bacterial cell wall synthesis inhibitor","-666","0.7012","1.3952","1.5471"
"11585","LJP009_A549_24H:C23","BRD-K79090631","CGP-60474","A549","trt_cp","0.12 uM","24 h",2,612,"0.5323","0.577144",0,0,1,1,0,"CDK inhibitor","CDK1|CDK2","0.701","1.3952","1.5466"
"11639","CPC020_A375_6H:BRD-K66788707-001-07-7:10","BRD-K66788707","fludarabine","A375","trt_cp","10 uM","6 h",5,460,"0.42","0.444461",1,0,1,1,0,"DNA inhibitor","ADA|RRM1|RRM2","0.7007","1.3952","1.5459"
"11649","REP.B019_YAPC_24H:H24","BRD-K47780086","penciclovir","YAPC","trt_cp","0.01 uM","24 h",2,105,"0.1779","0.138202",1,0,1,1,0,"DNA inhibitor","-666","0.7006","1.3952","1.5458"
"11767","PAC002_U2OS_6H:BRD-K42452249-001-01-7:10","BRD-K42452249","EO-1428","U2OS","trt_cp","10 uM","6 h",2,114,"0.38","0.210463",0,0,1,1,0,"P38 MAPK inhibitor","MAPK11|MAPK14","0.6999","1.395","1.5442"
"11784","CPC018_HT29_6H:BRD-K15519488-001-01-6:10","BRD-K15519488","CS-110266","HT29","trt_cp","10 uM","6 h",4,560,"0.23","0.362901",1,0,1,1,0,"Dopamine receptor agonist","SLC6A3","0.6998","1.395","1.544"
"11791","MOAR004_PC3_24H:L19","BRD-K66401437","THZ-1","PC3","trt_cp","10 uM","24 h",3,797,"0.9","0.856409",1,1,1,1,0,"CDK inhibitor","CDK7","0.6997","1.3949","1.5439"
"11813","AICHI001_HBL1_24H:M14","BRD-K05804044","AZ-628","HBL1","trt_cp","2.5 uM","24 h",3,103,"0.29","0.174762",0,0,1,1,0,"RAF inhibitor","BRAF|RAF1","0.6996","1.3946","1.5436"
"11846","PBIOA016_MCF7_24H:A10","BRD-K79759585","sildenafil","MCF7","trt_cp","0.37 uM","24 h",2,206,"0.37","0.279168",1,1,1,1,0,"Phosphodiesterase inhibitor","PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3","0.6994","1.3938","1.5431"
"11848","REP.B023_HELA_24H:E07","BRD-A68888262","azelastine","HELA","trt_cp","2.22 uM","24 h",2,45,"0.2605","0.109481",1,1,1,1,0,"Histamine receptor antagonist","HRH1|CYP2C19","0.6994","1.3938","1.543"
"11898","REP.A017_THP1_24H:A11","BRD-K50163129","acrivastine","THP1","trt_cp","0.125 uM","24 h",2,159,"0.3084","0.223917",0,0,1,1,0,"Histamine receptor antagonist","HRH1","0.6991","1.3938","1.5424"
"11902","REP.A021_MDAMB231_24H:A13","BRD-K80343549","TAK-285","MDAMB231","trt_cp","10 uM","24 h",3,212,"0.2802","0.246452",0,0,1,1,0,"EGFR inhibitor","ERBB2|EGFR","0.6991","1.3938","1.5424"
"11924","CPC015_A375_6H:BRD-K92093830-003-05-0:10","BRD-K92093830","doxorubicin","A375","trt_cp","10 uM","6 h",3,698,"0.63","0.670546",0,0,1,1,0,"Topoisomerase inhibitor","TOP2A","0.6989","1.3938","1.5421"
"11946","REP.B020_A549_24H:N02","BRD-K47869605","BRD-K47869605","A549","trt_cp","0.74 uM","24 h",2,356,"0.5656","0.453743",0,0,1,1,0,"Tubulin inhibitor","IGF1R|TOP2A|TUBA4A|TUBB","0.6988","1.3938","1.5419"
"11961","CPC011_A549_24H:BRD-K71430621-001-02-3:10","BRD-K71430621","clobenpropit","A549","trt_cp","10 uM","24 h",3,378,"0.49","0.435186",1,1,1,1,0,"Histamine receptor antagonist","HRH3|HRH4|HRH1|HRH2","0.6987","1.3938","1.5417"
"12006","REP.A013_MDAMB231_24H:H07","BRD-A40639672","ketorolac","MDAMB231","trt_cp","10 uM","24 h",3,118,"0.2467","0.172527",1,1,1,1,0,"Cyclooxygenase inhibitor","PTGS1|PTGS2","0.6985","1.3938","1.5411"
"12063","REP.A012_MDAMB231_24H:I01","BRD-K01824921","DPCPX","MDAMB231","trt_cp","10 uM","24 h",2,90,"0.1049","0.0982516",0,0,1,1,0,"Adenosine receptor antagonist","ADORA1|CFTR|ADORA2A|ADORA2B|ADORA3","0.6981","1.3938","1.5402"
"12064","LUNG001_A549_24H:BRD-K03670461:10","BRD-K03670461","BRD-K03670461","A549","trt_cp","10 uM","24 h",2,106,"0.2182","0.153784",1,1,1,1,0,"EGFR inhibitor","EGFR","0.6981","1.3938","1.5402"
"12088","REP.B013_A549_24H:N01","BRD-K42981054","mibampator","A549","trt_cp","2.22 uM","24 h",2,108,"0.1572","0.131755",1,1,1,1,0,"Glutamate receptor antagonist","GRIA1","0.6979","1.3938","1.5398"
"12092","CPC011_A549_6H:BRD-K55696337-003-16-0:10","BRD-K55696337","topotecan","A549","trt_cp","10 uM","6 h",3,513,"0.68","0.597233",1,1,1,1,0,"Topoisomerase inhibitor","TOP1|TOP1MT","0.6979","1.3938","1.5398"
"12104","REP.B003_HELA_3H:M24","BRD-K35719256","rotundine","HELA","trt_cp","0.01 uM","3 h",3,93,"0.2482","0.153629",1,1,1,1,0,"Serotonin receptor agonist","DRD1|DRD2|HTR1A|HTR1D|HTR4|HTR7|DRD3","0.6978","1.3938","1.5397"
"12119","PBIOA015_HA1E_24H:P24","BRD-K80431395","triciribine","HA1E","trt_cp","0.04 uM","24 h",2,173,"0.35","0.248821",1,1,1,1,0,"AKT inhibitor","AKT1|AKT2|AKT3","0.6978","1.3938","1.5396"
"12123","REP.A012_A375_24H:O19","BRD-K03390685","cobimetinib","A375","trt_cp","10 uM","24 h",3,713,"0.7961","0.761832",1,1,1,1,0,"MEK inhibitor","-666","0.6977","1.3938","1.5395"
"12132","REP.A014_HEK293_24H:G12","BRD-K59524082","maribavir","HEK293","trt_cp","0.04 uM","24 h",3,133,"0.0791","0.103716",0,0,1,1,0,"Protein kinase inhibitor","PYGM","0.6977","1.3938","1.5394"
"12188","ASG003_U2OS_6H:F18","BRD-A71390734","idarubicin","U2OS","trt_cp","0.12 uM","6 h",5,346,"0.521","0.429326",0,0,1,1,0,"Topoisomerase inhibitor","TOP2A","0.6974","1.3938","1.5387"
"12202","CPC005_VCAP_24H:BRD-K86600316-003-01-2:10","BRD-K86600316","RS-79948","VCAP","trt_cp","10 uM","24 h",5,141,"0.08","0.107395",0,0,1,1,0,"Adrenergic receptor antagonist","ADRA2A","0.6972","1.3938","1.5383"
"12209","PBIOA020_HT29_24H:A07","BRD-K06750613","GSK-1059615","HT29","trt_cp","10 uM","24 h",3,602,"0.65","0.632536",1,1,1,1,0,"PI3K inhibitor","PIK3CA|PIK3CG","0.6972","1.3938","1.5382"
"12235","CPC017_HEPG2_6H:BRD-A01295252-001-01-5:10","BRD-A01295252","BRD-A01295252","HEPG2","trt_cp","10 uM","6 h",3,133,"0.3","0.201984",1,0,1,1,0,"Dopamine receptor antagonist","-666","0.697","1.3938","1.5379"
"12243","TAA001_SHSY5Y_24H:P10","BRD-K35719256","rotundine","SHSY5Y","trt_cp","0.37 uM","24 h",3,153,"0.23","0.189688",0,0,1,1,0,"Serotonin receptor agonist","DRD1|DRD2|HTR1A|HTR1D|HTR4|HTR7|DRD3","0.697","1.3938","1.5378"
"12274","REP.B024_HA1E_24H:C01","BRD-K74065929","doramapimod","HA1E","trt_cp","2.22 uM","24 h",2,172,"0.2926","0.226846",1,1,1,1,0,"P38 MAPK inhibitor","MAPK14|MAPK11|MAPK12|DDR2|MAPK13","0.6968","1.3938","1.5374"
"12283","REP.B024_A375_24H:D17","BRD-K74339692","tamsulosin","A375","trt_cp","0.03 uM","24 h",2,164,"0.1601","0.163851",1,1,1,1,0,"Adrenergic receptor antagonist","ADRA1A|ADRA1B|ADRA1D","0.6968","1.3938","1.5373"
"12302","REP.B014_PC3_24H:D24","BRD-A57382968","piroxicam","PC3","trt_cp","0.01 uM","24 h",2,135,"0.2071","0.169078",1,1,1,1,0,"Cyclooxygenase inhibitor","PTGS2|PTGS1","0.6967","1.3938","1.5371"
"12320","NMH002_FIBRNPC_6H:BRD-K38775274-001-17-1:10","BRD-K38775274","dexamethasone","NPC","trt_cp","10 uM","6 h",3,138,"0.23","0.18015",1,1,1,1,0,"Glucocorticoid receptor agonist","NR3C1|CYP3A4|CYP3A5|ANXA1|NOS2|NR0B1|NR3C2","0.6966","1.3938","1.5369"
"12404","PAC004_U2OS_6H:BRD-K06208435-001-02-9:13.9098","BRD-K06208435","YS-035","U2OS","trt_cp","15 uM","6 h",2,117,"0.33","0.198692",1,0,1,1,0,"Calcium channel blocker","-666","0.6961","1.3938","1.5359"
"12410","LJP008_NPC_24H:L23","BRD-K17743125","belinostat","NPC","trt_cp","0.12 uM","24 h",3,381,"0.5266","0.452933",1,1,1,1,0,"HDAC inhibitor","HDAC1|HDAC2|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9|HDAC10|HDAC11","0.6961","1.3938","1.5359"
"12425","REP.B011_HELA_24H:F01","BRD-A05186015","bupropion","HELA","trt_cp","2.22 uM","24 h",2,263,"0.4992","0.366392",1,1,1,1,0,"Dopamine receptor antagonist","SLC6A2|SLC6A3|CYP2B6|CHRNA3","0.696","1.3938","1.5356"
"12430","CPC002_PC3_6H:BRD-K15868788-003-02-8:10","BRD-K15868788","SDZ-205-557","PC3","trt_cp","10 uM","6 h",5,236,"0.17","0.20254",0,0,1,1,0,"Serotonin receptor antagonist","HTR4|HTR3A|HTR3B","0.696","1.3938","1.5356"
"12466","LIVB001_HUH7_72H:O03","BRD-K34157611","cimetidine","HUH7","trt_cp","12.5 uM","72 h",3,128,"0.1","0.114403",0,0,1,1,0,"Histamine receptor antagonist","HRH2|SLC29A4|SLC47A1|SLC47A2","0.6958","1.3938","1.5352"
"12468","NMH001_NEU_6H:B23","BRD-A17745711","alpha-methylserotonin","NEU","trt_cp","10 uM","6 h",3,151,"0.1306","0.142001",0,0,1,1,0,"Serotonin receptor agonist","-666","0.6958","1.3938","1.5352"
"12471","REP.B007_PC3_24H:L10","BRD-K53765467","empagliflozin","PC3","trt_cp","0.08 uM","24 h",2,68,"0.1023","0.0843379",1,0,1,1,0,"Sodium channel inhibitor","SLC5A2|SLC5A1","0.6958","1.3938","1.5351"
"12580","LJP009_HME1_24H:C24","BRD-K79090631","CGP-60474","HME1","trt_cp","0.04 uM","24 h",2,746,"0.8049","0.783558",1,1,1,1,0,"CDK inhibitor","CDK1|CDK2","0.6952","1.3938","1.5339"
"12617","MOAR004_PC3_24H:E18","BRD-K33852358","arofylline","PC3","trt_cp","1.11 uM","24 h",3,146,"0.19","0.168416",1,0,1,1,0,"Phosphodiesterase inhibitor","PDE4A|PDE4B|PDE4C|PDE4D","0.695","1.3938","1.5335"
"12715","CPC004_VCAP_6H:BRD-A49447682-001-01-6:10","BRD-A49447682","BRD-A49447682","VCAP","trt_cp","10 uM","6 h",4,254,"0.22","0.239034",1,0,1,1,0,"Glucocorticoid receptor agonist","NR3C1|PLA2G1B","0.6946","1.3938","1.5325"
"12732","LJP006_HT29_24H:E23","BRD-K64800655","PHA-793887","HT29","trt_cp","0.12 uM","24 h",2,115,"0.4734","0.235936",0,0,1,1,0,"CDK inhibitor","CDK1|CDK2|CDK4|CDK5|CCND1|CCNE1|CDK7|CDK9","0.6945","1.3938","1.5322"
"12753","REP.B021_HEK293_24H:C02","BRD-K81272440","dantrolene","HEK293","trt_cp","0.74 uM","24 h",2,120,"0.2683","0.181439",0,0,1,1,0,"Calcium channel blocker","RYR1|RYR3","0.6944","1.3938","1.5321"
"12794","PBIOA018_MCF7_24H:E20","BRD-K62008436","paclitaxel","MCF7","trt_cp","3.33 uM","24 h",3,283,"0.57","0.406126",1,1,1,1,0,"Tubulin inhibitor","TUBB|NR1I2|ABCB1|CYP2C8|BCL2|MAP2|MAP4|MAPT|TLR4|TUBB1","0.6942","1.3938","1.5316"
"12804","CPD003_PC3_24H:BRD-K44993696-001-08-1:10","BRD-K44993696","atenolol","PC3","trt_cp","10 uM","24 h",2,130,"0.27","0.189445",0,0,1,1,0,"Adrenergic receptor antagonist","-666","0.6941","1.3938","1.5316"
"12821","CPC020_HA1E_6H:BRD-K76723084-001-18-2:10","BRD-K76723084","isotretinoin","HA1E","trt_cp","10 uM","6 h",3,103,"0.21","0.148716",1,1,1,1,0,"Retinoid receptor agonist","CYP2B6|CYP2C19|CYP2C8|CYP3A5|CYP3A7|RARA|RARB|RARG","0.6941","1.3938","1.5314"
"12845","REP.A008_PC3_24H:N21","BRD-K87278688","armodafinil","PC3","trt_cp","1.11 uM","24 h",2,45,"0.0811","0.0610868",0,0,1,1,0,"Adrenergic receptor agonist","ABCB1|CYP1A2|CYP2C19|CYP3A5|SLC6A3","0.694","1.3938","1.5312"
"12847","CPD003_MCF7_6H:BRD-K73323637-003-07-5:10","BRD-K73323637","levobunolol","MCF7","trt_cp","10 uM","6 h",2,95,"0.13","0.112374",0,0,1,1,0,"Adrenergic receptor antagonist","-666","0.6939","1.3938","1.5311"
"12855","PCLB002_HT29_24H:BRD-K28578425:3.33","BRD-K28578425","cilostamide","HT29","trt_cp","3.33 uM","24 h",3,140,"0.33","0.217346",0,0,1,1,0,"Phosphodiesterase inhibitor","PDE3A|PDE3B","0.6939","1.3938","1.5311"
"12886","PAC004_U2OS_6H:BRD-K14965640-001-03-3:9.69552","BRD-K14965640","BRD-K14965640","U2OS","trt_cp","10 uM","6 h",2,31,"0.23","0.0853838",0,0,1,1,0,"Cyclooxygenase inhibitor","PTGS2|PTGS1|ASIC1|BCL2|CFTR|FABP2|PLAT|PPARG|SLC5A8|THBD","0.6937","1.3938","1.5306"
"12979","CPC006_HCT116_6H:BRD-K28907958-001-02-7:11.1","BRD-K28907958","CD-437","HCT116","trt_cp","12 uM","6 h",2,144,"0.48","0.265847",0,0,1,1,0,"Retinoid receptor agonist","RARG","0.6933","1.3938","1.5296"
"12998","REP.B028_HELA_24H:D11","BRD-K92968657","tirapazamine","HELA","trt_cp","0.03 uM","24 h",2,95,"0.2631","0.159865",1,1,1,1,0,"DNA inhibitor","-666","0.6931","1.3938","1.5293"
"13006","CPC015_HT29_6H:BRD-K68873215-001-01-3:10","BRD-K68873215","BRD-K68873215","HT29","trt_cp","10 uM","6 h",3,226,"0.33","0.276148",0,0,1,1,0,"Phosphodiesterase inhibitor","-666","0.6931","1.3938","1.5292"
"13040","PAC001_U2OS_6H:BRD-K77171813-050-01-4:10","BRD-K77171813","proxyfan","U2OS","trt_cp","10 uM","6 h",2,295,"0.37","0.334074",0,0,1,1,0,"Histamine receptor antagonist","HRH3","0.6929","1.3938","1.5288"
"13090","CPC012_PHH_24H:BRD-A15010982-001-01-9:10","BRD-A15010982","HU-211","PHH","trt_cp","10 uM","24 h",3,83,"0.03","0.050458",0,0,1,1,0,"Glutamate receptor antagonist","CNR1|CNR2|GRIN1","0.6925","1.3938","1.5279"
"13106","CRCGN011_HEPG2_24H:BRD-A46335897:40.4","BRD-A46335897","promethazine","HEPG2","trt_cp","40 uM","24 h",2,390,"0.43","0.414092",0,0,1,1,0,"Histamine receptor antagonist","HRH1|ADRA1A|CALM1|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD2|HTR2A","0.6924","1.3938","1.5278"
"13112","CEGS001_NPC.177_24H:H22","BRD-K55696337","topotecan","NPC","trt_cp","3.33 uM","24 h",3,763,"0.85","0.814334",1,1,1,1,0,"Topoisomerase inhibitor","TOP1|TOP1MT","0.6924","1.3938","1.5277"
"13138","CPC005_VCAP_24H:BRD-A10903566-003-02-8:10","BRD-A10903566","imiloxan","VCAP","trt_cp","10 uM","24 h",5,149,"0.12","0.135212",0,0,1,1,0,"Adrenergic receptor antagonist","ADRA2B|ADRA2A","0.6923","1.3938","1.5274"
"13245","REP.A003_HT29_24H:I13","BRD-A34006693","suprofen","HT29","trt_cp","10 uM","24 h",3,295,"0.1453","0.209351",0,0,1,1,0,"Cyclooxygenase inhibitor","PTGS1|PTGS2","0.6918","1.3938","1.5264"
"13251","REP.A015_HELA_24H:C13","BRD-K56334280","amonafide","HELA","trt_cp","10 uM","24 h",3,358,"0.5999","0.46861",1,1,1,1,0,"Topoisomerase inhibitor","TOP2A|TOP2B","0.6918","1.3938","1.5263"
"13258","REP.A027_MCF7_24H:O15","BRD-A97739905","ketoprofen","MCF7","trt_cp","1.11 uM","24 h",2,128,"0.1119","0.121018",0,0,1,1,0,"Cyclooxygenase inhibitor","PTGS2|PTGS1|CXCR1|SLC5A8","0.6917","1.3938","1.5262"
"13264","CPC017_NPC_24H:BRD-K72024482-001-01-3:10","BRD-K72024482","MRS-1754","NPC","trt_cp","10 uM","24 h",3,214,"0.17","0.192869",1,0,1,1,0,"Adenosine receptor antagonist","ADORA2B","0.6917","1.3938","1.5261"
"13292","CPC015_ASC_24H:BRD-A78391468-001-01-0:10","BRD-A78391468","prednisolone-hemisuccinate","ASC","trt_cp","10 uM","24 h",4,241,"0.22","0.232836",0,0,1,1,0,"Glucocorticoid receptor agonist","NR3C1","0.6915","1.3938","1.5258"
"13295","REP.A012_HEK293_24H:C15","BRD-K00610438","altanserin","HEK293","trt_cp","1.11 uM","24 h",3,274,"0.3254","0.301936",1,1,1,1,0,"Serotonin receptor antagonist","HTR2A|HTR2C","0.6915","1.3938","1.5258"
"13364","REP.B022_MDAMB231_24H:A19","BRD-K77908580","entinostat","MDAMB231","trt_cp","2.22 uM","24 h",2,496,"0.6451","0.571985",1,1,1,1,0,"HDAC inhibitor","HDAC1|HDAC2|HDAC3|HDAC9","0.6912","1.3938","1.5251"
"13382","MUC.CP003_NKDBA_24H:BRD-K02407574-001-04-8:10","BRD-K02407574","parbendazole","NKDBA","trt_cp","10 uM","24 h",2,99,"0.28","0.168355",0,0,1,1,0,"Tubulin inhibitor","TUBB","0.6911","1.3938","1.5249"
"13387","CPC014_PC3_24H:BRD-K38615104-001-06-8:10","BRD-K38615104","A-443654","PC3","trt_cp","10 uM","24 h",3,543,"0.7","0.623418",0,0,1,1,0,"AKT inhibitor","AKT1|AKT2","0.6911","1.3936","1.5248"
"13435","CPC015_ASC_24H:BRD-K81839095-001-04-6:10","BRD-K81839095","estrone","ASC","trt_cp","10 uM","24 h",4,249,"0.02","0.0713584",0,0,1,1,0,"Estrogen receptor agonist","ESR1|ESR2","0.6909","1.3889","1.5244"
